sample,oldName,ID,region,bank,site,date,species,latDD,longDD,depthFt,depthM,depthZone
OGM002,OGM002,OGM002,NWGOM,EFGB,EBMeso1,7/10/18,O. faveolata,27.91102,-93.59668,150,45.7,Mesophotic
OGM003,OGM003,OGM003,NWGOM,EFGB,EBMeso1,7/10/18,O. faveolata,27.91102,-93.59668,149,45.4,Mesophotic
OGM004,OGM004,OGM004,NWGOM,EFGB,EBMeso1,7/10/18,O. faveolata,27.91102,-93.59668,143,43.6,Mesophotic
OGM005,OGM005,OGM005,NWGOM,EFGB,EBMeso1,7/10/18,O. faveolata,27.91102,-93.59668,144,43.9,Mesophotic
OGM006,OGM006,OGM006,NWGOM,EFGB,EBMeso1,7/10/18,O. faveolata,27.91102,-93.59668,142,43.3,Mesophotic
OGM007,OGM007,OGM007,NWGOM,EFGB,EBMeso1,7/10/18,O. faveolata,27.91102,-93.59668,137,41.8,Mesophotic
OGM008,OGM008,OGM008,NWGOM,EFGB,EBMeso1,7/10/18,O. faveolata,27.91102,-93.59668,145,44.2,Mesophotic
OGM009,OGM009,OGM009,NWGOM,EFGB,EBMeso1,7/10/18,O. faveolata,27.91102,-93.59668,145,44.2,Mesophotic
OGM010,OGM010,OGM010,NWGOM,EFGB,EBMeso1,7/10/18,O. faveolata,27.91102,-93.59668,142,43.3,Mesophotic
OGM011,OGM011,OGM011,NWGOM,EFGB,EBMeso1,7/13/18,O. faveolata,27.91102,-93.59668,147,44.8,Mesophotic
OGM012,OGM012,OGM012,NWGOM,EFGB,EBMeso1,7/13/18,O. faveolata,27.91102,-93.59668,141,43,Mesophotic
OGM013,OGM013,OGM013,NWGOM,EFGB,EBMeso1,7/13/18,O. faveolata,27.91102,-93.59668,139,42.4,Mesophotic
OGM014,OGM014,OGM014,NWGOM,EFGB,EBMeso1,7/13/18,O. faveolata,27.91102,-93.59668,138,42.1,Mesophotic
OGM015,OGM015,OGM015,NWGOM,EFGB,EBMeso1,7/13/18,O. faveolata,27.91102,-93.59668,149,45.4,Mesophotic
OGM016,OGM016,OGM016,NWGOM,EFGB,EBMeso1,7/13/18,O. faveolata,27.91102,-93.59668,148,45.1,Mesophotic
OGM017,OGM017,OGM017,NWGOM,EFGB,EBMeso1,7/13/18,O. faveolata,27.91102,-93.59668,145,44.2,Mesophotic
OGM018,OGM018,OGM018,NWGOM,EFGB,EBMeso1,7/31/21,O. faveolata,27.91102,-93.59668,154,46.9,Mesophotic
OGM019,OGM019,OGM019,NWGOM,EFGB,EBMeso1,7/31/21,O. faveolata,27.91102,-93.59668,154,46.9,Mesophotic
OGM020,OGM020,OGM020,NWGOM,EFGB,EBMeso1,7/31/21,O. faveolata,27.91102,-93.59668,152,46.3,Mesophotic
OGM021,OGM021,OGM021,NWGOM,EFGB,EBMeso1,7/31/21,O. faveolata,27.91102,-93.59668,154,46.9,Mesophotic
OGM022,OGM022,OGM022,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,73,22.3,Shallow
OGM023,OGM023,OGM023,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,67,20.4,Shallow
OGM024.1,OGM024,OGM024,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,67,20.4,Shallow
OGM024.2,OGM024.2,OGM024,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,67,20.4,Shallow
OGM024.3,OGM024.3,OGM024,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,67,20.4,Shallow
OGM025,OGM025,OGM025,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,67,20.4,Shallow
OGM026,OGM026,OGM026,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,65,19.8,Shallow
OGM027,OGM027,OGM027,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,63,19.2,Shallow
OGM028,OGM029,OGM028,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,61,18.6,Shallow
OGM029,OGM030,OGM029,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,62,18.9,Shallow
OGM030,OGM031,OGM030,NWGOM,EFGB,EBMeso1,7/31/21,O. faveolata,27.91102,-93.59668,155,47.2,Mesophotic
OGM031,OGM032,OGM031,NWGOM,EFGB,EBMeso1,7/31/21,O. faveolata,27.91102,-93.59668,154,46.9,Mesophotic
OGM032,OGM033,OGM032,NWGOM,EFGB,EBMeso1,7/31/21,O. faveolata,27.91102,-93.59668,152,46.3,Mesophotic
OGM033,OGM034,OGM033,NWGOM,EFGB,EBMeso1,7/31/21,O. faveolata,27.91102,-93.59668,147,44.8,Mesophotic
OGM034,OGM036,OGM034,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,68,20.7,Shallow
OGM035,OGM037,OGM035,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,68,20.7,Shallow
OGM036,OGM040,OGM036,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,63,19.2,Shallow
OGM037,OGM041,OGM037,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,65,19.8,Shallow
OGM038,OGM043,OGM038,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,72,21.9,Shallow
OGM039,OGM044,OGM039,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,67,20.4,Shallow
OGM040,OGM045,OGM040,NWGOM,EFGB,EBShal1,7/31/21,O. faveolata,27.9114,-93.59821,67,20.4,Shallow
OGM041,OGM046,OGM041,NWGOM,EFGB,EBMeso1,8/1/21,O. faveolata,27.91102,-93.59668,149,45.4,Mesophotic
OGM042,OGM047,OGM042,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,70,21.3,Shallow
OGM043,OGM048,OGM043,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,72,21.9,Shallow
OGM044,OGM049,OGM044,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,74,22.6,Shallow
OGM045,OGM050,OGM045,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,72,21.9,Shallow
OGM046,OGM051,OGM046,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,72,21.9,Shallow
OGM047,OGM052,OGM047,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,74,22.6,Shallow
OGM048,OGM053,OGM048,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,73,22.3,Shallow
OGM049,OGM054,OGM049,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,70,21.3,Shallow
OGM050,OGM055,OGM050,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,76,23.2,Shallow
OGM051,OGM056,OGM051,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,74,22.6,Shallow
OGM052,OGM057,OGM052,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,76,23.2,Shallow
OGM053,OGM058,OGM053,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,74,22.6,Shallow
OGM054,OGM059,OGM054,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,76,23.2,Shallow
OGM055,OGM060,OGM055,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,76,23.2,Shallow
OGM056,OGM061,OGM056,NWGOM,EFGB,EBShal1,8/1/21,O. faveolata,27.9114,-93.59821,72,21.9,Shallow
OGM057,OGM062,OGM057,NWGOM,EFGB,EBMeso1,8/1/21,O. faveolata,27.91102,-93.59668,153,46.6,Mesophotic
OGM058,OGM064,OGM058,NWGOM,EFGB,EBMeso1,8/1/21,O. faveolata,27.91102,-93.59668,153,46.6,Mesophotic
OGM059,OGM065,OGM059,NWGOM,EFGB,EBMeso1,8/1/21,O. faveolata,27.91102,-93.59668,146,44.5,Mesophotic
OGM060,OGM066,OGM060,NWGOM,EFGB,EBMeso1,8/1/21,O. faveolata,27.91102,-93.59668,146,44.5,Mesophotic
OGM061,OGM067,OGM061,NWGOM,EFGB,EBMeso1,8/1/21,O. faveolata,27.91102,-93.59668,153,46.6,Mesophotic
OGM062,OGM068,OGM062,NWGOM,EFGB,EBMeso1,8/1/21,O. faveolata,27.91102,-93.59668,152,46.3,Mesophotic
OGM063,OGM069,OGM063,NWGOM,EFGB,EBMeso1,8/1/21,O. faveolata,27.91102,-93.59668,155,47.2,Mesophotic
OGM064,OGM071,OGM064,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,73,22.3,Shallow
OGM065,OGM072,OGM065,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,78,23.8,Shallow
OGM066.1,OGM073,OGM066,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,78,23.8,Shallow
OGM066.2,OGM073.2,OGM066,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,78,23.8,Shallow
OGM066.3,OGM073.3,OGM066,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,78,23.8,Shallow
OGM067,OGM074,OGM067,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,75,22.9,Shallow
OGM068,OGM075,OGM068,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,78,23.8,Shallow
OGM069,OGM076,OGM069,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,76,23.2,Shallow
OGM070,OGM077,OGM070,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,74,22.6,Shallow
OGM071,OGM078,OGM071,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,74,22.6,Shallow
OGM072,OGM079,OGM072,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,74,22.6,Shallow
OGM073,OGM080,OGM073,NWGOM,WFGB,WBMeso1,8/2/21,O. faveolata,27.8751,-93.82035,130,39.6,Mesophotic
OGM074,OGM081,OGM074,NWGOM,WFGB,WBMeso1,8/2/21,O. faveolata,27.8751,-93.82035,141,43,Mesophotic
OGM075,OGM082,OGM075,NWGOM,WFGB,WBMeso1,8/2/21,O. faveolata,27.8751,-93.82035,137,41.8,Mesophotic
OGM076,OGM083,OGM076,NWGOM,WFGB,WBMeso1,8/2/21,O. faveolata,27.8751,-93.82035,136,41.5,Mesophotic
OGM077,OGM084,OGM077,NWGOM,WFGB,WBMeso1,8/2/21,O. faveolata,27.8751,-93.82035,135,41.1,Mesophotic
OGM078,OGM085,OGM078,NWGOM,WFGB,WBMeso1,8/2/21,O. faveolata,27.8751,-93.82035,134,40.8,Mesophotic
OGM079,OGM087,OGM079,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,72,21.9,Shallow
OGM080,OGM088,OGM080,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,77,23.5,Shallow
OGM081,OGM089,OGM081,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,80,24.4,Shallow
OGM082,OGM090,OGM082,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,77,23.5,Shallow
OGM083,OGM091,OGM083,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,72,21.9,Shallow
OGM084,OGM093,OGM084,NWGOM,WFGB,WBShal1,8/2/21,O. faveolata,27.87429,-93.82033,74,22.6,Shallow
OGM085,OGM094,OGM085,NWGOM,WFGB,WBMeso2,8/3/21,O. faveolata,27.87583,-93.81863,132,40.2,Mesophotic
OGM086,OGM095,OGM086,NWGOM,WFGB,WBMeso2,8/3/21,O. faveolata,27.87583,-93.81863,134,40.8,Mesophotic
OGM087,OGM096,OGM087,NWGOM,WFGB,WBMeso2,8/3/21,O. faveolata,27.87583,-93.81863,134,40.8,Mesophotic
OGM088,OGM097,OGM088,NWGOM,WFGB,WBMeso2,8/3/21,O. faveolata,27.87583,-93.81863,133,40.5,Mesophotic
OGM089,OGM098,OGM089,NWGOM,WFGB,WBMeso2,8/3/21,O. faveolata,27.87583,-93.81863,132,40.2,Mesophotic
OGM090,OGM099,OGM090,NWGOM,WFGB,WBMeso2,8/3/21,O. faveolata,27.87583,-93.81863,130,39.6,Mesophotic
OGM091,OGM100,OGM091,NWGOM,WFGB,WBMeso2,8/3/21,O. faveolata,27.87583,-93.81863,140,42.7,Mesophotic
OGM092,OGM101,OGM092,NWGOM,WFGB,WBMeso2,8/3/21,O. faveolata,27.87583,-93.81863,138,42.1,Mesophotic
OGM093,OGM102,OGM093,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,79,24.1,Shallow
OGM094,OGM103,OGM094,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,78,23.8,Shallow
OGM095,OGM104,OGM095,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,76,23.2,Shallow
OGM096,OGM105,OGM096,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,82,25,Shallow
OGM097,OGM106,OGM097,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,84,25.6,Shallow
OGM098,OGM107,OGM098,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,85,25.9,Shallow
OGM099,OGM108,OGM099,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,77,23.5,Shallow
OGM100,OGM110,OGM100,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,74,22.6,Shallow
OGM101,OGM111,OGM101,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,71,21.6,Shallow
OGM102,OGM113,OGM102,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,73,22.3,Shallow
OGM103,OGM114,OGM103,NWGOM,WFGB,WBMeso2,8/3/21,O. faveolata,27.87583,-93.81863,127,38.7,Mesophotic
OGM104,OGM115,OGM104,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,75,22.9,Shallow
OGM105,OGM116,OGM105,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,71,21.6,Shallow
OGM106,OGM118,OGM106,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,73,22.3,Shallow
OGM107,OGM119,OGM107,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,75,22.9,Shallow
OGM108.1,OGM120,OGM108,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,74,22.6,Shallow
OGM108.2,OGM120.2,OGM108,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,74,22.6,Shallow
OGM108.3,OGM120.3,OGM108,NWGOM,WFGB,WBShal1,8/3/21,O. faveolata,27.87429,-93.82033,74,22.6,Shallow
OGM109,OGM121,OGM109,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,132,40.2,Mesophotic
OGM110,OGM122,OGM110,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,130,39.6,Mesophotic
OGM111,OGM123,OGM111,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,130,39.6,Mesophotic
OGM112,OGM124,OGM112,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,131,39.9,Mesophotic
OGM113,OGM125,OGM113,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,128,39,Mesophotic
OGM114,OGM126,OGM114,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,132,40.2,Mesophotic
OGM115,OGM127,OGM115,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,129,39.3,Mesophotic
OGM116,OGM128,OGM116,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,134,40.8,Mesophotic
OGM117,OGM129,OGM117,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,130,39.6,Mesophotic
OGM118,OGM130,OGM118,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,128,39,Mesophotic
OGM119,OGM131,OGM119,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,127,38.7,Mesophotic
OGM120,OGM132,OGM120,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,125,38.1,Mesophotic
OGM121,OGM133,OGM121,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,130,39.6,Mesophotic
OGM122,OGM134,OGM122,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,131,39.9,Mesophotic
OGM123,OGM135,OGM123,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,131,39.9,Mesophotic
OGM124,OGM136,OGM124,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,129,39.3,Mesophotic
OGM125,OGM137,OGM125,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,129,39.3,Mesophotic
OGM126,OGM138,OGM126,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,132,40.2,Mesophotic
OGM127,OGM139,OGM127,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,130,39.6,Mesophotic
OGM128,OGM140,OGM128,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,136,41.5,Mesophotic
OGM129,OGM141,OGM129,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,133,40.5,Mesophotic
OGM130,OGM142,OGM130,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,129,39.3,Mesophotic
OGM131,OGM143,OGM131,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,136,41.5,Mesophotic
OGM132,OGM144,OGM132,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,128,39,Mesophotic
OGM133,OGM145,OGM133,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,134,40.8,Mesophotic
OGM134,OGM146,OGM134,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,130,39.6,Mesophotic
OGM135,OGM147,OGM135,NWGOM,WFGB,WBMeso3,8/4/21,O. faveolata,27.8769,-93.815,138,42.1,Mesophotic
SGM001,SGM001,SGM001,NWGOM,WFGB,WBMeso1,7/9/18,S. intersepta,27.8751,-93.82035,145,44.2,Mesophotic
SGM002,SGM003,SGM002,NWGOM,WFGB,WBMeso1,7/9/18,S. intersepta,27.8751,-93.82035,145,44.2,Mesophotic
SGM003,SGM004,SGM003,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,158,48.2,Mesophotic
SGM004,SGM005,SGM004,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,158,48.2,Mesophotic
SGM005,SGM006,SGM005,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,158,48.2,Mesophotic
SGM006,SGM008,SGM006,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,158,48.2,Mesophotic
SGM007,SGM009,SGM007,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,157,47.9,Mesophotic
SGM008,SGM010,SGM008,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,156,47.5,Mesophotic
SGM009,SGM011,SGM009,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,158,48.2,Mesophotic
SGM010,SGM012,SGM010,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,157,47.9,Mesophotic
SGM011,SGM013,SGM011,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,156,47.5,Mesophotic
SGM012,SGM014,SGM012,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,157,47.9,Mesophotic
SGM013,SGM015,SGM013,NWGOM,McGrail,MBMeso2,7/11/18,S. intersepta,27.963,-92.59352,157,47.9,Mesophotic
SGM014,SGM016,SGM014,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,162,49.4,Mesophotic
SGM015,SGM017,SGM015,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,160,48.8,Mesophotic
SGM016,SGM018,SGM016,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,160,48.8,Mesophotic
SGM017,SGM019,SGM017,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,161,49.1,Mesophotic
SGM018,SGM020,SGM018,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,161,49.1,Mesophotic
SGM019,SGM021,SGM019,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,160,48.8,Mesophotic
SGM020,SGM022,SGM020,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,159,48.5,Mesophotic
SGM021,SGM023,SGM021,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,159,48.5,Mesophotic
SGM022,SGM024,SGM022,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,159,48.5,Mesophotic
SGM023,SGM025,SGM023,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,159,48.5,Mesophotic
SGM024,SGM027,SGM024,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,162,49.4,Mesophotic
SGM025,SGM028,SGM025,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,157,47.9,Mesophotic
SGM026,SGM029,SGM026,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,158,48.2,Mesophotic
SGM027.1,SGM030,SGM027,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,157,47.9,Mesophotic
SGM027.2,SGM030.2,SGM027,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,157,47.9,Mesophotic
SGM027.3,SGM030.3,SGM027,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,157,47.9,Mesophotic
SGM028,SGM031,SGM028,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,157,47.9,Mesophotic
SGM029,SGM033,SGM029,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,157,47.9,Mesophotic
SGM030,SGM034,SGM030,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,158,48.2,Mesophotic
SGM031,SGM035,SGM031,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,162,49.4,Mesophotic
SGM032,SGM036,SGM032,NWGOM,McGrail,MBMeso3,7/11/18,S. intersepta,27.96299,-92.59262,162,49.4,Mesophotic
SGM033,SGM037,SGM033,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,157,47.9,Mesophotic
SGM034,SGM038,SGM034,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,158,48.2,Mesophotic
SGM035,SGM039,SGM035,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,157,47.9,Mesophotic
SGM036,SGM040,SGM036,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,159,48.5,Mesophotic
SGM037,SGM041,SGM037,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,157,47.9,Mesophotic
SGM038,SGM042,SGM038,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,157,47.9,Mesophotic
SGM039,SGM043,SGM039,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,157,47.9,Mesophotic
SGM040,SGM044,SGM040,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,158,48.2,Mesophotic
SGM041,SGM045,SGM041,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,157,47.9,Mesophotic
SGM042,SGM046,SGM042,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,157,47.9,Mesophotic
SGM043,SGM047,SGM043,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,155,47.2,Mesophotic
SGM044,SGM048,SGM044,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,155,47.2,Mesophotic
SGM045,SGM049,SGM045,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,158,48.2,Mesophotic
SGM046.1,SGM050,SGM046,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,157,47.9,Mesophotic
SGM046.2,SGM050.2,SGM046,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,157,47.9,Mesophotic
SGM046.3,SGM050.3,SGM046,NWGOM,Bright,BBMeso1,7/12/18,S. intersepta,27.89489,-93.30522,157,47.9,Mesophotic
